Godina,Ukupno,"Područje 1.Prava migranata","Područje 2.Politike na svim razinama uprave / Provjerene politike","Područje 3.Suradnja i partnerstvo","Područje 4.Socioekonomsko blagostanje","Područje 5.Opseg mobilnosti u kriznim situacijama ","Područje 6.Sigurne, uredne i zakonite migracije"
2020/2021,3,3,2,3,3,3,4
